,Id,field,age,type,harvest_year,harvest_month,production,month,year,temperature,dewpoint,windspeed,Soilwater_L1,Soilwater_L2,Soilwater_L3,Soilwater_L4,Precipitation
32,4211,0,4,5,2004,10,0.047633049103204934,10,2004,27.601999999999997,23.498,2.3076,0.29262,0.29302,0.29996,0.31129,221.24
33,10,0,19,5,2004,11,0.36003231017770604,11,2004,27.544,23.601,2.3453,0.28886,0.28758,0.28812,0.29783000000000004,9.9482
34,1542,0,13,2,2004,11,0.10242616033755277,11,2004,27.544,23.601,2.3453,0.28886,0.28758,0.28812,0.29783000000000004,9.9482
35,2337,0,3,3,2004,11,0.02811735941320293,11,2004,27.544,23.601,2.3453,0.28886,0.28758,0.28812,0.29783000000000004,9.9482
36,4212,0,4,5,2004,11,0.062334607468391666,11,2004,27.544,23.601,2.3453,0.28886,0.28758,0.28812,0.29783000000000004,9.9482
37,11,0,19,5,2004,12,0.20252019386106626,12,2004,27.309,23.807,2.0102,0.2927,0.29019,0.28844000000000003,0.2912,136.33
38,1543,0,13,2,2004,12,0.16413502109704642,12,2004,27.309,23.807,2.0102,0.2927,0.29019,0.28844000000000003,0.2912,136.33
39,2338,0,3,3,2004,12,0.1471882640586797,12,2004,27.309,23.807,2.0102,0.2927,0.29019,0.28844000000000003,0.2912,136.33
40,4213,0,4,5,2004,12,0.020905615995295505,12,2004,27.309,23.807,2.0102,0.2927,0.29019,0.28844000000000003,0.2912,136.33
41,12,0,20,5,2005,1,0.12597738287560584,1,2005,27.285999999999998,24.269000000000002,2.0396,0.30134,0.29818,0.29215,0.28793,212.56
42,1544,0,14,2,2005,1,0.09504219409282699,1,2005,27.285999999999998,24.269000000000002,2.0396,0.30134,0.29818,0.29215,0.28793,212.56
43,2339,0,4,3,2005,1,0.1997555012224939,1,2005,27.285999999999998,24.269000000000002,2.0396,0.30134,0.29818,0.29215,0.28793,212.56
44,2423,0,3,5,2005,1,0.0,1,2005,27.285999999999998,24.269000000000002,2.0396,0.30134,0.29818,0.29215,0.28793,212.56
45,4214,0,5,5,2005,1,0.04736842105263159,1,2005,27.285999999999998,24.269000000000002,2.0396,0.30134,0.29818,0.29215,0.28793,212.56
46,13,0,20,5,2005,2,0.04549273021001616,2,2005,26.578000000000003,24.765,2.0914,0.33255999999999997,0.32987,0.3218,0.30038000000000004,446.28
47,1545,0,14,2,2005,2,0.27932489451476794,2,2005,26.578000000000003,24.765,2.0914,0.33255999999999997,0.32987,0.3218,0.30038000000000004,446.28
48,2340,0,4,3,2005,2,0.08863080684596578,2,2005,26.578000000000003,24.765,2.0914,0.33255999999999997,0.32987,0.3218,0.30038000000000004,446.28
49,2424,0,3,5,2005,2,0.0,2,2005,26.578000000000003,24.765,2.0914,0.33255999999999997,0.32987,0.3218,0.30038000000000004,446.28
50,4215,0,5,5,2005,2,0.03381358423992944,2,2005,26.578000000000003,24.765,2.0914,0.33255999999999997,0.32987,0.3218,0.30038000000000004,446.28
51,14,0,20,5,2005,3,0.05260096930533118,3,2005,26.355,24.69,1.8963,0.34691,0.34601,0.34371,0.33409,376.8
52,1546,0,14,2,2005,3,0.3679324894514768,3,2005,26.355,24.69,1.8963,0.34691,0.34601,0.34371,0.33409,376.8
53,2341,0,4,3,2005,3,0.10977995110024452,3,2005,26.355,24.69,1.8963,0.34691,0.34601,0.34371,0.33409,376.8
54,2425,0,3,5,2005,3,0.0,3,2005,26.355,24.69,1.8963,0.34691,0.34601,0.34371,0.33409,376.8
55,4216,0,5,5,2005,3,0.04445751249632461,3,2005,26.355,24.69,1.8963,0.34691,0.34601,0.34371,0.33409,376.8
56,15,0,20,5,2005,4,0.018610662358642973,4,2005,26.643,24.8,1.8473,0.3463,0.34615999999999997,0.3469,0.348,404.49
57,1547,0,14,2,2005,4,0.25770042194092824,4,2005,26.643,24.8,1.8473,0.3463,0.34615999999999997,0.3469,0.348,404.49
58,2342,0,4,3,2005,4,0.10342298288508557,4,2005,26.643,24.8,1.8473,0.3463,0.34615999999999997,0.3469,0.348,404.49
59,2426,0,3,5,2005,4,0.0,4,2005,26.643,24.8,1.8473,0.3463,0.34615999999999997,0.3469,0.348,404.49
60,4217,0,5,5,2005,4,0.2164657453690092,4,2005,26.643,24.8,1.8473,0.3463,0.34615999999999997,0.3469,0.348,404.49
61,16,0,20,5,2005,5,0.07806138933764137,5,2005,26.397,24.951999999999998,1.7458,0.35231,0.35219,0.35128000000000004,0.35101,316.81
62,1548,0,14,2,2005,5,0.2371308016877637,5,2005,26.397,24.951999999999998,1.7458,0.35231,0.35219,0.35128000000000004,0.35101,316.81
63,2343,0,4,3,2005,5,0.05721271393643033,5,2005,26.397,24.951999999999998,1.7458,0.35231,0.35219,0.35128000000000004,0.35101,316.81
64,2427,0,3,5,2005,5,0.0,5,2005,26.397,24.951999999999998,1.7458,0.35231,0.35219,0.35128000000000004,0.35101,316.81
65,4218,0,5,5,2005,5,0.05660099970596884,5,2005,26.397,24.951999999999998,1.7458,0.35231,0.35219,0.35128000000000004,0.35101,316.81
66,17,0,20,5,2005,6,0.18468497576736675,6,2005,26.848000000000003,24.529,1.8646,0.34158,0.342,0.34394,0.35258,101.77
67,1549,0,14,2,2005,6,0.3453586497890296,6,2005,26.848000000000003,24.529,1.8646,0.34158,0.342,0.34394,0.35258,101.77
68,2344,0,4,3,2005,6,0.04938875305623472,6,2005,26.848000000000003,24.529,1.8646,0.34158,0.342,0.34394,0.35258,101.77
69,2428,0,3,5,2005,6,0.0,6,2005,26.848000000000003,24.529,1.8646,0.34158,0.342,0.34394,0.35258,101.77
70,4219,0,5,5,2005,6,0.14957365480740958,6,2005,26.848000000000003,24.529,1.8646,0.34158,0.342,0.34394,0.35258,101.77
71,18,0,20,5,2005,7,0.12885298869143785,7,2005,27.090999999999998,23.823,1.6948,0.32078,0.32119000000000003,0.32503000000000004,0.33576,74.006
72,1550,0,14,2,2005,7,0.17943037974683546,7,2005,27.090999999999998,23.823,1.6948,0.32078,0.32119000000000003,0.32503000000000004,0.33576,74.006
73,2345,0,4,3,2005,7,0.10941320293398532,7,2005,27.090999999999998,23.823,1.6948,0.32078,0.32119000000000003,0.32503000000000004,0.33576,74.006
74,2429,0,3,5,2005,7,0.06644067796610169,7,2005,27.090999999999998,23.823,1.6948,0.32078,0.32119000000000003,0.32503000000000004,0.33576,74.006
75,4220,0,5,5,2005,7,0.0,7,2005,27.090999999999998,23.823,1.6948,0.32078,0.32119000000000003,0.32503000000000004,0.33576,74.006
76,19,0,20,5,2005,8,0.2592245557350566,8,2005,27.941,23.314,2.0252,0.28271999999999997,0.28271999999999997,0.28944000000000003,0.30965,96.23700000000001
77,1551,0,14,2,2005,8,0.1901898734177216,8,2005,27.941,23.314,2.0252,0.28271999999999997,0.28271999999999997,0.28944000000000003,0.30965,96.23700000000001
78,2346,0,4,3,2005,8,0.07982885085574573,8,2005,27.941,23.314,2.0252,0.28271999999999997,0.28271999999999997,0.28944000000000003,0.30965,96.23700000000001
79,2430,0,3,5,2005,8,0.06033898305084745,8,2005,27.941,23.314,2.0252,0.28271999999999997,0.28271999999999997,0.28944000000000003,0.30965,96.23700000000001
80,4221,0,5,5,2005,8,0.21746545133784184,8,2005,27.941,23.314,2.0252,0.28271999999999997,0.28271999999999997,0.28944000000000003,0.30965,96.23700000000001
81,20,0,20,5,2005,9,0.6667205169628434,9,2005,28.79,22.541,2.4467,0.2437,0.24670999999999998,0.26585,0.28966,41.403
82,1552,0,14,2,2005,9,0.12151898734177212,9,2005,28.79,22.541,2.4467,0.2437,0.24670999999999998,0.26585,0.28966,41.403
83,2347,0,4,3,2005,9,0.0734718826405868,9,2005,28.79,22.541,2.4467,0.2437,0.24670999999999998,0.26585,0.28966,41.403
84,2431,0,3,5,2005,9,0.11220338983050847,9,2005,28.79,22.541,2.4467,0.2437,0.24670999999999998,0.26585,0.28966,41.403
85,4222,0,5,5,2005,9,0.06765657159658925,9,2005,28.79,22.541,2.4467,0.2437,0.24670999999999998,0.26585,0.28966,41.403
86,21,0,20,5,2005,10,0.2959935379644588,10,2005,28.3,23.320999999999998,2.4174,0.26832,0.26336,0.25997,0.27443,122.34
87,1553,0,14,2,2005,10,0.04672995780590717,10,2005,28.3,23.320999999999998,2.4174,0.26832,0.26336,0.25997,0.27443,122.34
88,2348,0,4,3,2005,10,0.09816625916870417,10,2005,28.3,23.320999999999998,2.4174,0.26832,0.26336,0.25997,0.27443,122.34
89,2432,0,3,5,2005,10,0.039661016949152535,10,2005,28.3,23.320999999999998,2.4174,0.26832,0.26336,0.25997,0.27443,122.34
90,4223,0,5,5,2005,10,0.06768597471331962,10,2005,28.3,23.320999999999998,2.4174,0.26832,0.26336,0.25997,0.27443,122.34
91,22,0,20,5,2005,11,0.34090468497576737,11,2005,28.476,23.576,2.3375,0.26755,0.26388,0.26373,0.26716,72.605
92,1554,0,14,2,2005,11,0.06824894514767932,11,2005,28.476,23.576,2.3375,0.26755,0.26388,0.26373,0.26716,72.605
93,2349,0,4,3,2005,11,0.319559902200489,11,2005,28.476,23.576,2.3375,0.26755,0.26388,0.26373,0.26716,72.605
94,2433,0,3,5,2005,11,0.13627118644067795,11,2005,28.476,23.576,2.3375,0.26755,0.26388,0.26373,0.26716,72.605
95,4224,0,5,5,2005,11,0.06630402822699206,11,2005,28.476,23.576,2.3375,0.26755,0.26388,0.26373,0.26716,72.605
96,23,0,20,5,2005,12,0.13004846526655894,12,2005,26.85,24.272,1.6893,0.31668,0.31148000000000003,0.29839,0.27658,333.23
97,1555,0,14,2,2005,12,0.06191983122362869,12,2005,26.85,24.272,1.6893,0.31668,0.31148000000000003,0.29839,0.27658,333.23
98,2350,0,4,3,2005,12,0.19266503667481666,12,2005,26.85,24.272,1.6893,0.31668,0.31148000000000003,0.29839,0.27658,333.23
99,2434,0,3,5,2005,12,0.05491525423728814,12,2005,26.85,24.272,1.6893,0.31668,0.31148000000000003,0.29839,0.27658,333.23
100,4225,0,5,5,2005,12,0.11026168773890033,12,2005,26.85,24.272,1.6893,0.31668,0.31148000000000003,0.29839,0.27658,333.23
101,24,0,21,5,2006,1,0.12145395799676899,1,2006,26.595,24.74,1.9897,0.34586999999999996,0.34462,0.33994,0.32083,341.51
102,1556,0,15,2,2006,1,0.21202531645569625,1,2006,26.595,24.74,1.9897,0.34586999999999996,0.34462,0.33994,0.32083,341.51
103,2351,0,4,5,2006,1,0.01864406779661017,1,2006,26.595,24.74,1.9897,0.34586999999999996,0.34462,0.33994,0.32083,341.51
104,2352,0,5,3,2006,1,0.08740831295843522,1,2006,26.595,24.74,1.9897,0.34586999999999996,0.34462,0.33994,0.32083,341.51
105,4226,0,6,5,2006,1,0.10058806233460747,1,2006,26.595,24.74,1.9897,0.34586999999999996,0.34462,0.33994,0.32083,341.51
106,25,0,21,5,2006,2,0.07382875605815832,2,2006,26.204,24.625999999999998,2.1281,0.35104,0.35031,0.34861,0.34523000000000004,309.01
107,1557,0,15,2,2006,2,0.30495780590717303,2,2006,26.204,24.625999999999998,2.1281,0.35104,0.35031,0.34861,0.34523000000000004,309.01
108,2353,0,5,3,2006,2,0.11246943765281173,2,2006,26.204,24.625999999999998,2.1281,0.35104,0.35031,0.34861,0.34523000000000004,309.01
109,2435,0,4,5,2006,2,0.01864406779661017,2,2006,26.204,24.625999999999998,2.1281,0.35104,0.35031,0.34861,0.34523000000000004,309.01
110,4227,0,6,5,2006,2,0.044281093795942375,2,2006,26.204,24.625999999999998,2.1281,0.35104,0.35031,0.34861,0.34523000000000004,309.01
111,26,0,21,5,2006,3,0.053182552504038784,3,2006,26.019000000000002,24.734,2.176,0.361,0.36088000000000003,0.36103,0.35914,452.42
112,1558,0,15,2,2006,3,0.3829113924050632,3,2006,26.019000000000002,24.734,2.176,0.361,0.36088000000000003,0.36103,0.35914,452.42
113,2354,0,5,3,2006,3,0.06503667481662594,3,2006,26.019000000000002,24.734,2.176,0.361,0.36088000000000003,0.36103,0.35914,452.42
114,2436,0,4,5,2006,3,0.014237288135593218,3,2006,26.019000000000002,24.734,2.176,0.361,0.36088000000000003,0.36103,0.35914,452.42
115,4228,0,6,5,2006,3,0.11067333137312556,3,2006,26.019000000000002,24.734,2.176,0.361,0.36088000000000003,0.36103,0.35914,452.42
116,27,0,21,5,2006,4,0.031207108239095324,4,2006,25.978,24.881999999999998,1.5105,0.36575,0.36582,0.36628,0.36728,516.34
117,1559,0,15,2,2006,4,0.2719409282700422,4,2006,25.978,24.881999999999998,1.5105,0.36575,0.36582,0.36628,0.36728,516.34
118,2355,0,5,3,2006,4,0.03398533007334963,4,2006,25.978,24.881999999999998,1.5105,0.36575,0.36582,0.36628,0.36728,516.34
119,2437,0,4,5,2006,4,0.040000000000000015,4,2006,25.978,24.881999999999998,1.5105,0.36575,0.36582,0.36628,0.36728,516.34
120,4229,0,6,5,2006,4,0.06598059394295798,4,2006,25.978,24.881999999999998,1.5105,0.36575,0.36582,0.36628,0.36728,516.34
121,28,0,21,5,2006,5,0.06785137318255251,5,2006,26.171,24.843000000000004,1.6832,0.36109,0.36121,0.36155,0.36493000000000003,349.06
122,1560,0,15,2,2006,5,0.3029535864978904,5,2006,26.171,24.843000000000004,1.6832,0.36109,0.36121,0.36155,0.36493000000000003,349.06
123,2356,0,5,3,2006,5,0.024083129584352082,5,2006,26.171,24.843000000000004,1.6832,0.36109,0.36121,0.36155,0.36493000000000003,349.06
124,2438,0,4,5,2006,5,0.010169491525423728,5,2006,26.171,24.843000000000004,1.6832,0.36109,0.36121,0.36155,0.36493000000000003,349.06
125,4230,0,6,5,2006,5,0.05295501323140254,5,2006,26.171,24.843000000000004,1.6832,0.36109,0.36121,0.36155,0.36493000000000003,349.06
126,29,0,21,5,2006,6,0.03851373182552504,6,2006,26.598000000000003,24.204,1.6346,0.34246,0.34285,0.34494,0.35502,94.03
127,1561,0,15,2,2006,6,0.1180379746835443,6,2006,26.598000000000003,24.204,1.6346,0.34246,0.34285,0.34494,0.35502,94.03
128,2357,0,5,3,2006,6,0.03154034229828851,6,2006,26.598000000000003,24.204,1.6346,0.34246,0.34285,0.34494,0.35502,94.03
129,2439,0,4,5,2006,6,0.012203389830508476,6,2006,26.598000000000003,24.204,1.6346,0.34246,0.34285,0.34494,0.35502,94.03
130,4231,0,6,5,2006,6,0.051808291678917984,6,2006,26.598000000000003,24.204,1.6346,0.34246,0.34285,0.34494,0.35502,94.03
131,30,0,21,5,2006,7,0.08646203554119547,7,2006,27.156,24.049,1.8849,0.3193,0.31881,0.31909,0.33055,111.16
132,1562,0,15,2,2006,7,0.07510548523206753,7,2006,27.156,24.049,1.8849,0.3193,0.31881,0.31909,0.33055,111.16
133,2358,0,5,3,2006,7,0.015770171149144255,7,2006,27.156,24.049,1.8849,0.3193,0.31881,0.31909,0.33055,111.16
134,2440,0,4,5,2006,7,0.02644067796610169,7,2006,27.156,24.049,1.8849,0.3193,0.31881,0.31909,0.33055,111.16
135,4232,0,6,5,2006,7,0.03813584239929433,7,2006,27.156,24.049,1.8849,0.3193,0.31881,0.31909,0.33055,111.16
136,31,0,21,5,2006,8,0.13428109854604206,8,2006,27.636,23.897,2.0829,0.30444,0.30413,0.30635999999999997,0.31578,120.66
137,1563,0,15,2,2006,8,0.1938818565400844,8,2006,27.636,23.897,2.0829,0.30444,0.30413,0.30635999999999997,0.31578,120.66
138,2359,0,5,3,2006,8,0.04486552567237165,8,2006,27.636,23.897,2.0829,0.30444,0.30413,0.30635999999999997,0.31578,120.66
139,2441,0,4,5,2006,8,0.03728813559322034,8,2006,27.636,23.897,2.0829,0.30444,0.30413,0.30635999999999997,0.31578,120.66
140,4233,0,6,5,2006,8,0.12572772713907673,8,2006,27.636,23.897,2.0829,0.30444,0.30413,0.30635999999999997,0.31578,120.66
141,32,0,21,5,2006,9,0.19990306946688208,9,2006,28.250999999999998,23.334,2.2166,0.27897,0.27759,0.28342,0.30029,129.82
142,1564,0,15,2,2006,9,0.0939873417721519,9,2006,28.250999999999998,23.334,2.2166,0.27897,0.27759,0.28342,0.30029,129.82
143,2360,0,5,3,2006,9,0.0801955990220049,9,2006,28.250999999999998,23.334,2.2166,0.27897,0.27759,0.28342,0.30029,129.82
144,2442,0,4,5,2006,9,0.037627118644067814,9,2006,28.250999999999998,23.334,2.2166,0.27897,0.27759,0.28342,0.30029,129.82
145,4234,0,6,5,2006,9,0.16112907968244636,9,2006,28.250999999999998,23.334,2.2166,0.27897,0.27759,0.28342,0.30029,129.82
146,33,0,21,5,2006,10,0.4635218093699517,10,2006,29.143,22.787,2.4335,0.2477,0.25083,0.26454,0.2834,127.15
147,1565,0,15,2,2006,10,0.14757383966244728,10,2006,29.143,22.787,2.4335,0.2477,0.25083,0.26454,0.2834,127.15
148,2361,0,5,3,2006,10,0.1885085574572127,10,2006,29.143,22.787,2.4335,0.2477,0.25083,0.26454,0.2834,127.15
149,2443,0,4,5,2006,10,0.13966101694915253,10,2006,29.143,22.787,2.4335,0.2477,0.25083,0.26454,0.2834,127.15
150,4235,0,6,5,2006,10,0.3617759482505147,10,2006,29.143,22.787,2.4335,0.2477,0.25083,0.26454,0.2834,127.15
151,34,0,21,5,2006,11,0.22264943457189013,11,2006,28.427,23.159000000000002,2.1827,0.26171,0.25841,0.26039,0.27174,144.26
152,1566,0,15,2,2006,11,0.28322784810126583,11,2006,28.427,23.159000000000002,2.1827,0.26171,0.25841,0.26039,0.27174,144.26
153,2362,0,5,3,2006,11,0.2463325183374083,11,2006,28.427,23.159000000000002,2.1827,0.26171,0.25841,0.26039,0.27174,144.26
154,4236,0,6,5,2006,11,0.3301381946486328,11,2006,28.427,23.159000000000002,2.1827,0.26171,0.25841,0.26039,0.27174,144.26
155,35,0,21,5,2006,12,0.16284329563812602,12,2006,28.851999999999997,22.781999999999996,2.41,0.24324,0.24136,0.25085,0.26405,239.74
156,2444,0,4,5,2006,12,0.005084745762711864,12,2006,28.851999999999997,22.781999999999996,2.41,0.24324,0.24136,0.25085,0.26405,239.74
157,4237,0,6,5,2006,12,0.20773301970008815,12,2006,28.851999999999997,22.781999999999996,2.41,0.24324,0.24136,0.25085,0.26405,239.74
158,36,0,22,5,2007,1,0.1852019386106624,1,2007,29.083000000000002,23.677,2.4876,0.25329,0.24600000000000002,0.24159,0.25605,161.52
159,1567,0,16,2,2007,1,0.30632911392405066,1,2007,29.083000000000002,23.677,2.4876,0.25329,0.24600000000000002,0.24159,0.25605,161.52
160,2363,0,6,3,2007,1,0.2503667481662592,1,2007,29.083000000000002,23.677,2.4876,0.25329,0.24600000000000002,0.24159,0.25605,161.52
161,2445,0,5,5,2007,1,0.15694915254237288,1,2007,29.083000000000002,23.677,2.4876,0.25329,0.24600000000000002,0.24159,0.25605,161.52
162,4238,0,7,5,2007,1,0.11137900617465453,1,2007,29.083000000000002,23.677,2.4876,0.25329,0.24600000000000002,0.24159,0.25605,161.52
163,37,0,22,5,2007,2,0.07182552504038774,2,2007,26.198,24.294,2.2544,0.32402,0.31795999999999996,0.29861,0.26777,543.37
164,1568,0,16,2,2007,2,0.1228902953586498,2,2007,26.198,24.294,2.2544,0.32402,0.31795999999999996,0.29861,0.26777,543.37
165,2364,0,6,3,2007,2,0.04987775061124696,2,2007,26.198,24.294,2.2544,0.32402,0.31795999999999996,0.29861,0.26777,543.37
166,2446,0,5,5,2007,2,0.08440677966101695,2,2007,26.198,24.294,2.2544,0.32402,0.31795999999999996,0.29861,0.26777,543.37
167,4239,0,7,5,2007,2,0.033990002940311674,2,2007,26.198,24.294,2.2544,0.32402,0.31795999999999996,0.29861,0.26777,543.37
168,38,0,22,5,2007,3,0.03941841680129241,3,2007,26.147,24.590999999999998,1.9766,0.35022,0.34881999999999996,0.34308,0.3208,527.69
169,1569,0,16,2,2007,3,0.11740506329113926,3,2007,26.147,24.590999999999998,1.9766,0.35022,0.34881999999999996,0.34308,0.3208,527.69
170,2365,0,6,3,2007,3,0.030317848410757957,3,2007,26.147,24.590999999999998,1.9766,0.35022,0.34881999999999996,0.34308,0.3208,527.69
171,2447,0,5,5,2007,3,0.06745762711864406,3,2007,26.147,24.590999999999998,1.9766,0.35022,0.34881999999999996,0.34308,0.3208,527.69
172,4240,0,7,5,2007,3,0.07638929726551015,3,2007,26.147,24.590999999999998,1.9766,0.35022,0.34881999999999996,0.34308,0.3208,527.69
173,39,0,22,5,2007,4,0.020775444264943457,4,2007,26.553,25.051,1.8929,0.36094,0.36079,0.36034,0.35755,454.07
174,1570,0,16,2,2007,4,0.07584388185654009,4,2007,26.553,25.051,1.8929,0.36094,0.36079,0.36034,0.35755,454.07
175,2366,0,6,3,2007,4,0.02163814180929096,4,2007,26.553,25.051,1.8929,0.36094,0.36079,0.36034,0.35755,454.07
176,2448,0,5,5,2007,4,0.06745762711864406,4,2007,26.553,25.051,1.8929,0.36094,0.36079,0.36034,0.35755,454.07
177,4241,0,7,5,2007,4,0.02240517494854455,4,2007,26.553,25.051,1.8929,0.36094,0.36079,0.36034,0.35755,454.07
178,40,0,22,5,2007,5,0.02978998384491115,5,2007,27.013,25.173000000000002,1.8619999999999999,0.35704,0.35714,0.3576,0.35986,343.99
179,1571,0,16,2,2007,5,0.04957805907172996,5,2007,27.013,25.173000000000002,1.8619999999999999,0.35704,0.35714,0.3576,0.35986,343.99
180,2367,0,6,3,2007,5,0.06430317848410759,5,2007,27.013,25.173000000000002,1.8619999999999999,0.35704,0.35714,0.3576,0.35986,343.99
181,2449,0,5,5,2007,5,0.14915254237288136,5,2007,27.013,25.173000000000002,1.8619999999999999,0.35704,0.35714,0.3576,0.35986,343.99
182,4242,0,7,5,2007,5,0.027462511026168767,5,2007,27.013,25.173000000000002,1.8619999999999999,0.35704,0.35714,0.3576,0.35986,343.99
183,41,0,22,5,2007,6,0.047205169628432964,6,2007,26.987,24.063000000000002,1.899,0.33866,0.33936,0.34263000000000005,0.35146,99.229
184,1572,0,16,2,2007,6,0.09187763713080167,6,2007,26.987,24.063000000000002,1.899,0.33866,0.33936,0.34263000000000005,0.35146,99.229
185,2368,0,6,3,2007,6,0.07836185819070908,6,2007,26.987,24.063000000000002,1.899,0.33866,0.33936,0.34263000000000005,0.35146,99.229
186,2450,0,5,5,2007,6,0.04677966101694915,6,2007,26.987,24.063000000000002,1.899,0.33866,0.33936,0.34263000000000005,0.35146,99.229
187,4243,0,7,5,2007,6,0.021993531314319317,6,2007,26.987,24.063000000000002,1.899,0.33866,0.33936,0.34263000000000005,0.35146,99.229
188,42,0,22,5,2007,7,0.09169628432956382,7,2007,27.018,24.284000000000002,1.7553,0.32876,0.32773,0.32594,0.33189,100.54
189,1573,0,16,2,2007,7,0.08312236286919833,7,2007,27.018,24.284000000000002,1.7553,0.32876,0.32773,0.32594,0.33189,100.54
190,2369,0,6,3,2007,7,0.1025672371638142,7,2007,27.018,24.284000000000002,1.7553,0.32876,0.32773,0.32594,0.33189,100.54
191,2451,0,5,5,2007,7,0.11593220338983053,7,2007,27.018,24.284000000000002,1.7553,0.32876,0.32773,0.32594,0.33189,100.54
