Id	field	age	Soilwater_L1	production
2427	0	3	0.35231	0.0
4218	0	5	0.35231	0.05660099970596884
17	0	20	0.34158	0.18468497576736675
1549	0	14	0.34158	0.3453586497890296
2344	0	4	0.34158	0.04938875305623472
2428	0	3	0.34158	0.0
4219	0	5	0.34158	0.14957365480740958
18	0	20	0.32078	0.12885298869143785
1550	0	14	0.32078	0.17943037974683546
2345	0	4	0.32078	0.10941320293398532
2429	0	3	0.32078	0.06644067796610169
4220	0	5	0.32078	0.0
19	0	20	0.28271999999999997	0.2592245557350566
1551	0	14	0.28271999999999997	0.1901898734177216
2346	0	4	0.28271999999999997	0.07982885085574573
2430	0	3	0.28271999999999997	0.06033898305084745
4221	0	5	0.28271999999999997	0.21746545133784184
20	0	20	0.2437	0.6667205169628434
1552	0	14	0.2437	0.12151898734177212
2347	0	4	0.2437	0.0734718826405868
2431	0	3	0.2437	0.11220338983050847
4222	0	5	0.2437	0.06765657159658925
21	0	20	0.26832	0.2959935379644588
1553	0	14	0.26832	0.04672995780590717
2348	0	4	0.26832	0.09816625916870417
2432	0	3	0.26832	0.039661016949152535
4223	0	5	0.26832	0.06768597471331962
22	0	20	0.26755	0.34090468497576737
1554	0	14	0.26755	0.06824894514767932
2349	0	4	0.26755	0.319559902200489
2433	0	3	0.26755	0.13627118644067795
4224	0	5	0.26755	0.06630402822699206
23	0	20	0.31668	0.13004846526655894
1555	0	14	0.31668	0.06191983122362869
2350	0	4	0.31668	0.19266503667481666
2434	0	3	0.31668	0.05491525423728814
4225	0	5	0.31668	0.11026168773890033
24	0	21	0.34586999999999996	0.12145395799676899
1556	0	15	0.34586999999999996	0.21202531645569625
2351	0	4	0.34586999999999996	0.01864406779661017
2352	0	5	0.34586999999999996	0.08740831295843522
4226	0	6	0.34586999999999996	0.10058806233460747
25	0	21	0.35104	0.07382875605815832
1557	0	15	0.35104	0.30495780590717303
2353	0	5	0.35104	0.11246943765281173
2435	0	4	0.35104	0.01864406779661017
4227	0	6	0.35104	0.044281093795942375
26	0	21	361	0.053182552504038784
1558	0	15	361	0.3829113924050632
2354	0	5	361	0.06503667481662594
2436	0	4	361	0.014237288135593218
4228	0	6	361	0.11067333137312556
27	0	21	0.36575	0.031207108239095324
1559	0	15	0.36575	0.2719409282700422
2355	0	5	0.36575	0.03398533007334963
2437	0	4	0.36575	0.040000000000000015
4229	0	6	0.36575	0.06598059394295798
28	0	21	0.36109	0.06785137318255251
1560	0	15	0.36109	0.3029535864978904
2356	0	5	0.36109	0.024083129584352082
2438	0	4	0.36109	0.010169491525423728
4230	0	6	0.36109	0.05295501323140254
29	0	21	0.34246	0.03851373182552504
1561	0	15	0.34246	0.1180379746835443
2357	0	5	0.34246	0.03154034229828851
2439	0	4	0.34246	0.012203389830508476
4231	0	6	0.34246	0.051808291678917984
30	0	21	0.3193	0.08646203554119547
1562	0	15	0.3193	0.07510548523206753
2358	0	5	0.3193	0.015770171149144255
2440	0	4	0.3193	0.02644067796610169
4232	0	6	0.3193	0.03813584239929433
31	0	21	0.30444	0.13428109854604206
1563	0	15	0.30444	0.1938818565400844
2359	0	5	0.30444	0.04486552567237165
2441	0	4	0.30444	0.03728813559322034
4233	0	6	0.30444	0.12572772713907673
32	0	21	0.27897	0.19990306946688208
1564	0	15	0.27897	0.0939873417721519
2360	0	5	0.27897	0.0801955990220049
2442	0	4	0.27897	0.037627118644067814
4234	0	6	0.27897	0.16112907968244636
33	0	21	0.2477	0.4635218093699517
1565	0	15	0.2477	0.14757383966244728
2361	0	5	0.2477	0.1885085574572127
2443	0	4	0.2477	0.13966101694915253
4235	0	6	0.2477	0.3617759482505147
34	0	21	0.26171	0.22264943457189013
1566	0	15	0.26171	0.28322784810126583
2362	0	5	0.26171	0.2463325183374083
4236	0	6	0.26171	0.3301381946486328
35	0	21	0.24324	0.16284329563812602
2444	0	4	0.24324	0.005084745762711864
4237	0	6	0.24324	0.20773301970008815
36	0	22	0.25329	0.1852019386106624
1567	0	16	0.25329	0.30632911392405066
2363	0	6	0.25329	0.2503667481662592
2445	0	5	0.25329	0.15694915254237288
4238	0	7	0.25329	0.11137900617465453
37	0	22	0.32402	0.07182552504038774
1568	0	16	0.32402	0.1228902953586498
2364	0	6	0.32402	0.04987775061124696
2446	0	5	0.32402	0.08440677966101695
4239	0	7	0.32402	0.033990002940311674
38	0	22	0.35022	0.03941841680129241
1569	0	16	0.35022	0.11740506329113926
2365	0	6	0.35022	0.030317848410757957
2447	0	5	0.35022	0.06745762711864406
4240	0	7	0.35022	0.07638929726551015
39	0	22	0.36094	0.020775444264943457
1570	0	16	0.36094	0.07584388185654009
2366	0	6	0.36094	0.02163814180929096
2448	0	5	0.36094	0.06745762711864406
4241	0	7	0.36094	0.02240517494854455
40	0	22	0.35704	0.02978998384491115
1571	0	16	0.35704	0.04957805907172996
2367	0	6	0.35704	0.06430317848410759
2449	0	5	0.35704	0.14915254237288136
4242	0	7	0.35704	0.027462511026168767
41	0	22	0.33866	0.047205169628432964
1572	0	16	0.33866	0.09187763713080167
2368	0	6	0.33866	0.07836185819070908
2450	0	5	0.33866	0.04677966101694915
4243	0	7	0.33866	0.021993531314319317
42	0	22	0.32876	0.09169628432956382
1573	0	16	0.32876	0.08312236286919833
2369	0	6	0.32876	0.1025672371638142
2451	0	5	0.32876	0.11593220338983053
4244	0	7	0.32876	0.01599529550132314
43	0	22	0.31035999999999997	0.1600969305331179
1574	0	16	0.31035999999999997	0.08502109704641353
2370	0	6	0.31035999999999997	0.06723716381418092
2452	0	5	0.31035999999999997	0.08983050847457627
4245	0	7	0.31035999999999997	0.1005586592178771
44	0	22	273	0.15327948303715672
1575	0	16	273	0.11962025316455695
2371	0	6	273	0.12090464547677265
2453	0	5	273	0.1094915254237288
4246	0	7	273	0.3423110849750074
45	0	22	0.26473	0.4945718901453958
1576	0	16	0.26473	0.19504219409282694
2372	0	6	0.26473	0.1421760391198044
2454	0	5	0.26473	0.14677966101694914
4247	0	7	0.26473	0.18726845045574836
46	0	22	0.23333	0.43111470113085626
1577	0	16	0.23333	0.154746835443038
2373	0	6	0.23333	0.054767726161369205
2455	0	5	0.23333	0.2457627118644068
4248	0	7	0.23333	0.14001764187003826
47	0	22	0.29272	0.19880452342487887
1578	0	16	0.29272	0.16413502109704642
2374	0	6	0.29272	0.1053789731051345
2456	0	5	0.29272	0.1071186440677966
4249	0	7	0.29272	0.07233166715671861
48	0	23	0.33843	0.1108239095315024
1579	0	17	0.33843	0.15084388185654007
2375	0	7	0.33843	0.07212713936430319
2457	0	6	0.33843	0.0688135593220339
4250	0	8	0.33843	0.07174360482211115
49	0	23	0.35868	0.0427140549273021
1580	0	17	0.35868	0.1922995780590717
2376	0	7	0.35868	0.14535452322738387
2458	0	6	0.35868	0.07050847457627119
4251	0	8	0.35868	0.08488679800058807
50	0	23	0.36349000000000004	0.061841680129240725
1581	0	17	0.36349000000000004	0.36487341772151893
2377	0	7	0.36349000000000004	0.12004889975550125
2459	0	6	0.36349000000000004	0.035254237288135586
4252	0	8	0.36349000000000004	0.07021464275213173
51	0	23	0.36446999999999996	0.09906300484652666
1582	0	17	0.36446999999999996	0.3803797468354431
2378	0	7	0.36446999999999996	0.1757946210268949
2460	0	6	0.36446999999999996	0.010847457627118643
4253	0	8	0.36446999999999996	0.1313437224345781
52	0	23	0.36043000000000003	0.05453957996768982
1583	0	17	0.36043000000000003	0.2064345991561181
2379	0	7	0.36043000000000003	0.1438875305623472
4254	0	8	0.36043000000000003	0.13528374007644808
53	0	23	0.3494	0.1098869143780291
1584	0	17	0.3494	0.16550632911392404
2380	0	7	0.3494	0.30110024449877754
2461	0	6	0.3494	0.006779661016949153
4255	0	8	0.3494	0.08294619229638342
54	0	23	0.31622	0.11773828756058158
1585	0	17	0.31622	0.13438818565400842
2381	0	7	0.31622	0.13948655256723716
2462	0	6	0.31622	0.14440677966101695
4256	0	8	0.31622	0.1347544839753014
55	0	23	0.31484	0.36665589660743136
1586	0	17	0.31484	0.1975738396624473
2382	0	7	0.31484	0.15097799511002444
2463	0	6	0.31484	0.5850847457627121
4257	0	8	0.31484	0.21928844457512486
56	0	23	0.29725999999999997	0.5310177705977382
1587	0	17	0.29725999999999997	0.16381856540084389
2383	0	7	0.29725999999999997	0.2514669926650367
2464	0	6	0.29725999999999997	0.4230508474576272
4258	0	8	0.29725999999999997	0.22172890326374595
57	0	23	0.26737	0.5120840064620357
1588	0	17	0.26737	0.1924050632911392
2384	0	7	0.26737	0.10232273838630804
2465	0	6	0.26737	0.053220338983050834
4259	0	8	0.26737	0.18920905615995295
58	0	23	0.2335	0.28953150242326336
1589	0	17	0.2335	0.11877637130801688
2385	0	7	0.2335	0.11479217603911986
2466	0	6	0.2335	0.08915254237288135
4260	0	8	0.2335	0.14445751249632466
59	0	23	0.31581	0.23004846526655895
1590	0	17	0.31581	0.18312236286919836
2386	0	7	0.31581	0.1410757946210269
2467	0	6	0.31581	0.04372881355932203
4261	0	8	0.31581	0.09897089091443692
60	0	24	0.3312	0.10636510500807757
1591	0	18	0.3312	0.3428270042194093
2387	0	8	0.3312	0.3072127139364304
2468	0	7	0.3312	0.009491525423728815
4262	0	9	0.3312	0.0965892384592767
61	0	24	0.35603	0.056413570274636525
1592	0	18	0.35603	0.09757383966244723
2388	0	8	0.35603	0.2509779951100245
2469	0	7	0.35603	0.10338983050847456
4263	0	9	0.35603	0.03381358423992944
62	0	24	0.36148	0.040161550888529886
1593	0	18	0.36148	0.3920886075949367
2389	0	8	0.36148	0.13044009779951102
2470	0	7	0.36148	0.1616949152542373
4264	0	9	0.36148	0.16195236695089682
63	0	24	0.35356	0.012148626817447496
1594	0	18	0.35356	0.2247890295358649
2390	0	8	0.35356	0.09718826405867972
2471	0	7	0.35356	0.10406779661016947
4265	0	9	0.35356	0.07471331961187888
64	0	24	0.36463	0.049660743134087235
1595	0	18	0.36463	0.2066455696202532
2391	0	8	0.36463	0.07310513447432762
2472	0	7	0.36463	0.04847457627118645
4266	0	9	0.36463	0.09902969714789768
65	0	24	0.35512	0.06878836833602585
1596	0	18	0.35512	0.1718354430379747
2392	0	8	0.35512	0.030317848410757957
2473	0	7	0.35512	0.19864406779661015
4267	0	9	0.35512	0.1572927937894737
66	0	24	0.32642	0.15153473344103394
1597	0	18	0.32642	0.1570675105485232
2393	0	8	0.32642	0.06479217603911981
2474	0	7	0.32642	0.2735593220338983
4268	0	9	0.32642	0.17064044691884742
67	0	24	0.27818000000000004	0.29195476575121165
1598	0	18	0.27818000000000004	0.29208860759493666
2394	0	8	0.27818000000000004	0.025183374083129585
2475	0	7	0.27818000000000004	0.3213559322033899
4269	0	9	0.27818000000000004	0.1160771074883858
68	0	24	0.2326	0.4555088852988692
1599	0	18	0.2326	0.314873417721519
2395	0	8	0.2326	0.16112469437652813
2476	0	7	0.2326	0.13932203389830508
4270	0	9	0.2326	0.0889444281093796
69	0	24	0.21379	0.5067851373182553
1600	0	18	0.21379	0.14767932489451474
2396	0	8	0.21379	0.17298288508557458
2477	0	7	0.21379	0.08542372881355932
4271	0	9	0.21379	0.2855042634519259
70	0	24	0.20720999999999998	0.6372859450726979
1601	0	18	0.20720999999999998	0.1688818565400844
2397	0	8	0.20720999999999998	0.26136919315403423
2478	0	7	0.20720999999999998	0.03423728813559322
4272	0	9	0.20720999999999998	0.3441634813290209
71	0	25	0.3424	0.07195476575121164
1604	0	19	0.3424	0.14018987341772152
2400	0	9	0.3424	0.19608801955990215
2481	0	8	0.3424	0.03796610169491526
4275	0	10	0.3424	0.046809761834754486
72	0	25	0.33339	0.027689822294022618
1605	0	19	0.33339	0.18080168776371308
2401	0	9	0.33339	0.1473105134474328
2482	0	8	0.33339	0.06169491525423729
4276	0	10	0.33339	0.09720670391061452
73	0	25	0.36484	0.014410339256865912
1606	0	19	0.36484	0.1971518987341772
2402	0	9	0.36484	0.10183374083129584
2483	0	8	0.36484	0.0311864406779661
4277	0	10	0.36484	0.1062040576301088
74	0	25	0.35453	0.051276252019386105
1607	0	19	0.35453	0.09556962025316457
2403	0	9	0.35453	0.1268948655256724
2484	0	8	0.35453	0.11322033898305085
4278	0	10	0.35453	0.12416936195236696
75	0	25	0.33685	0.05276252019386106
1608	0	19	0.33685	0.2130801687763713
2404	0	9	0.33685	0.06418092909535453
2485	0	8	0.33685	0.14067796610169492
4279	0	10	0.33685	0.16062922669802998
76	0	25	0.3407	0.061744749596122785
1609	0	19	0.3407	0.15822784810126586
2405	0	9	0.3407	0.030806845965770168
2486	0	8	0.3407	0.24474576271186446
4280	0	10	0.3407	0.07365480740958542
77	0	25	0.29158	0.2553150242326333
1610	0	19	0.29158	0.2258438818565401
2406	0	9	0.29158	0.026405867970660152
2487	0	8	0.29158	0.2908474576271187
4281	0	10	0.29158	0.20338135842399294
78	0	25	0.25806	0.3097253634894992
1611	0	19	0.25806	0.28132911392405063
2407	0	9	0.25806	0.1075794621026895
2488	0	8	0.25806	0.06677966101694914
4282	0	10	0.25806	0.2557483093207881
79	0	25	0.22691	0.5111147011308562
1612	0	19	0.22691	0.10453586497890298
2408	0	9	0.22691	0.16332518337408314
2489	0	8	0.22691	0.17254237288135593
4283	0	10	0.22691	0.353778300499853
80	0	25	0.26646	0.591373182552504
1613	0	19	0.26646	0.27457805907172994
2409	0	9	0.26646	0.16772616136919316
2490	0	8	0.26646	0.07661016949152542
4284	0	10	0.26646	0.25945310202881505
81	0	25	0.3016	0.3844911147011309
1614	0	19	0.3016	0.11181434599156118
2410	0	9	0.3016	0.24070904645476776
2491	0	8	0.3016	0.471864406779661
4285	0	10	0.3016	0.07359600117612468
82	0	26	0.3433	0.12568659127625198
1615	0	20	0.3433	0.16402953586497893
2411	0	11	0.3433	0.2509779951100245
2492	0	9	0.3433	0.08372881355932205
4286	0	11	0.3433	0.10720376359894153
83	0	26	0.35675999999999997	0.047075928917609054
1616	0	20	0.35675999999999997	0.2382911392405063
2412	0	11	0.35675999999999997	0.09009779951100244
2493	0	9	0.35675999999999997	0.11322033898305085
4287	0	11	0.35675999999999997	0.05857100852690386
84	0	26	0.3579	0.037350565428109855
1617	0	20	0.3579	0.1323839662447258
2413	0	11	0.3579	0.2910757946210269
2494	0	9	0.3579	0.0416949152542373
4288	0	11	0.3579	0.05610114672155249
85	0	26	0.36572	0.04306946688206785
1618	0	20	0.36572	0.2333333333333333
2414	0	11	0.36572	0.09926650366748163
2495	0	9	0.36572	0.09152542372881356
4289	0	11	0.36572	0.08938547486033521
86	0	26	0.35877	0.018869143780290795
1619	0	20	0.35877	0.18765822784810127
2415	0	11	0.35877	0.2662591687041565
2496	0	9	0.35877	0.020338983050847456
4290	0	11	0.35877	0.17000882093501912
87	0	26	0.32748	0.03770597738287562
1620	0	20	0.32748	0.1260548523206751
2416	0	11	0.32748	0.28545232273838633
2497	0	9	0.32748	0.19322033898305085
4291	0	11	0.32748	0.19582475742428693
88	0	26	0.32176	0.11996768982229405
1621	0	20	0.32176	0.25
2417	0	11	0.32176	0.14156479217603912
2498	0	9	0.32176	0.08610169491525424
4292	0	11	0.32176	0.12749191414289915
89	0	26	0.28785	0.15063004846526654
1622	0	20	0.28785	0.3732067510548524
2418	0	11	0.28785	0.2861858190709047
2499	0	9	0.28785	0.2888135593220339
4293	0	11	0.28785	0.3904145839458984
90	0	26	0.24996999999999997	0.3705977382875607
1623	0	20	0.24996999999999997	0.15759493670886074
2419	0	11	0.24996999999999997	0.15024449877750612
2500	0	9	0.24996999999999997	0.4040677966101695
4294	0	11	0.24996999999999997	0.34251690679212005
91	0	26	0.22266999999999998	0.6863651050080777
1624	0	20	0.22266999999999998	0.3936708860759493
2420	0	11	0.22266999999999998	0.1788508557457213
2501	0	9	0.22266999999999998	0.23322033898305086
4295	0	11	0.22266999999999998	0.3569538371067333
92	0	26	0.24334	0.3075605815831987
1625	0	20	0.24334	0.07753164556962025
2421	0	11	0.24334	0.14633251833740832
2502	0	9	0.24334	0.08745762711864408
4296	0	11	0.24334	0.21190826227580128
93	0	26	0.21709	0.3610662358642973
1626	0	20	0.21709	0.12415611814345992
2422	0	11	0.21709	0.10990220048899756
2503	0	9	0.21709	0.20745762711864404
4297	0	11	0.21709	0.233460746839165
94	1	19	0.35274	0.062390670553935865
1627	1	13	0.35274	0.25055698371893736
4298	1	4	0.35274	0.10785063216700973
95	1	19	0.36361	0.052769679300291535
1628	1	13	0.36361	0.2258783204798629
4299	1	4	0.36361	0.03854748603351955
96	1	19	0.36399000000000004	0.012354227405247813
1629	1	13	0.36399000000000004	0.3541559554413025
97	1	19	0.35677	0.021173469387755103
1630	1	13	0.35677	0.16915167095115682
4300	1	4	0.35677	0.021581887680094086
98	1	19	0.36002	0.04588192419825073
1631	1	13	0.36002	0.4310197086546701
99	1	19	0.35241	0.08731778425655977
1632	1	13	0.35241	0.32973436161096825
2504	1	3	0.35241	0.00586145648312611
4301	1	4	0.35241	0.1083210820346957
100	1	19	0.34244	0.2825801749271137
1633	1	13	0.34244	0.13590402742073693
2505	1	3	0.34244	0.018294849023090587
4302	1	4	0.34244	0.0866215818876801
101	1	19	0.32118	0.3558309037900875
1634	1	13	0.32118	0.2308483290488432
2506	1	3	0.32118	0.026021314387211367
4303	1	4	0.32118	0.02361070273448985
102	1	19	0.32211999999999996	0.4254373177842565
1635	1	13	0.32211999999999996	0.4498714652956299
2507	1	3	0.32211999999999996	0.0983126110124334
4304	1	4	0.32211999999999996	0.011878859159070864
103	1	19	0.29262	0.44828717201166185
1636	1	13	0.29262	0.2586118251928021
2508	1	3	0.29262	0.18445825932504445
4305	1	4	0.29262	0.03525433695971773
104	1	19	0.28886	0.4347303206997085
1637	1	13	0.28886	0.1271636675235647
2509	1	3	0.28886	0.03303730017761989
4306	1	4	0.28886	0.0690385180829168
105	1	19	0.2927	0.2056486880466472
1638	1	13	0.2927	0.17694944301628107
2510	1	3	0.2927	0.15959147424511544
4307	1	4	0.2927	0.002175830638047633
106	1	20	0.30134	0.14919825072886295
1639	1	14	0.30134	0.17335047129391604
2511	1	4	0.30134	0.19440497335701604
4308	1	5	0.30134	0.05624816230520435
107	1	20	0.33255999999999997	0.0635932944606414
1640	1	14	0.33255999999999997	0.4616109682947729
2512	1	4	0.33255999999999997	0.12921847246891652
4309	1	5	0.33255999999999997	0.02863863569538372
108	1	20	0.34691	0.06854956268221574
1641	1	14	0.34691	0.2662382176520994
2513	1	4	0.34691	0.13454706927175844
4310	1	5	0.34691	0.05513084386945016
109	1	20	0.3463	0.02401603498542273
1642	1	14	0.3463	0.2634961439588689
2514	1	4	0.3463	0.11696269982238013
4311	1	5	0.3463	0.210702734489856
110	1	20	0.35231	0.06650874635568514
1643	1	14	0.35231	0.3171379605826907
2515	1	4	0.35231	0.06474245115452931
4312	1	5	0.35231	0.056865627756542185
111	1	20	0.34158	0.181231778425656
1644	1	14	0.34158	0.3462724935732648
2516	1	4	0.34158	0.045026642984014216
4313	1	5	0.34158	0.020258747427227292
112	1	20	0.32078	0.10841836734693876
1645	1	14	0.32078	0.1734361610968295
2517	1	4	0.32078	0.069449378330373
4314	1	5	0.32078	0.0
113	1	20	0.28271999999999997	0.3262026239067056
1646	1	14	0.28271999999999997	0.21533847472150813
2518	1	4	0.28271999999999997	0.08055062166962701
4315	1	5	0.28271999999999997	0.2743604822111144
114	1	20	0.2437	0.5922011661807579
1647	1	14	0.2437	0.12022279348757495
2519	1	4	0.2437	0.07042628774422736
4316	1	5	0.2437	0.07785945310202882
115	1	20	0.26832	0.2561224489795918
1648	1	14	0.26832	0.0506426735218509
2520	1	4	0.26832	0.07531083481349912
4317	1	5	0.26832	0.07977065568950309
116	1	20	0.26755	0.4690233236151604
1649	1	14	0.26755	0.06726649528706084
2521	1	4	0.26755	0.249733570159858
4318	1	5	0.26755	0.07139076742134667
117	1	20	0.31668	0.16428571428571428
1650	1	14	0.31668	0.07600685518423307
2522	1	4	0.31668	0.2024866785079929
4319	1	5	0.31668	0.1215818876800941
118	1	21	0.34586999999999996	0.17653061224489794
1651	1	15	0.34586999999999996	0.3754070265638389
2523	1	5	0.34586999999999996	0.0988454706927176
4320	1	6	0.34586999999999996	0.08306380476330492
119	1	21	0.35104	0.07292274052478136
1652	1	15	0.35104	0.3427592116538132
2524	1	5	0.35104	0.12753108348134992
4321	1	6	0.35104	0.03272566892090562
120	1	21	361	0.057543731778425665
1653	1	15	361	0.4392459297343616
2525	1	5	361	0.07513321492007106
4322	1	6	361	0.0983828285798295
121	1	21	0.36575	0.015257835276967932
1654	1	15	0.36575	0.3057412167952014
2526	1	5	0.36575	0.03658969804618117
4323	1	6	0.36575	0.059041458394589824
122	1	21	0.36109	0.09041545189504373
1655	1	15	0.36109	0.2824335904027421
2527	1	5	0.36109	0.039253996447602135
4324	1	6	0.36109	0.04472214054689798
123	1	21	0.34246	0.02292274052478134
1656	1	15	0.34246	0.13093401885175665
2528	1	5	0.34246	0.027975133214920074
4325	1	6	0.34246	0.04054689797118495
124	1	21	0.3193	0.04201895043731778
1657	1	15	0.3193	0.09528706083976007
2529	1	5	0.3193	0.020603907637655416
4326	1	6	0.3193	0.038077036165833585
125	1	21	0.30444	0.15732507288629738
1658	1	15	0.30444	0.15424164524421596
2530	1	5	0.30444	0.03676731793960923
4327	1	6	0.30444	0.13049103204939724
126	1	21	0.27897	0.17408892128279885
1659	1	15	0.27897	0.09460154241645244
2531	1	5	0.27897	0.040586145648312616
4328	1	6	0.27897	0.11276095266098207
127	1	21	0.2477	0.4932215743440234
1660	1	15	0.2477	0.1838046272493573
2532	1	5	0.2477	0.24236234458259326
4329	1	6	0.2477	0.4037047927080273
128	1	21	0.26171	0.2811588921282799
1661	1	15	0.26171	0.36083976006855184
2533	1	5	0.26171	0.26785079928952044
4330	1	6	0.26171	0.3423110849750074
129	1	21	0.24324	0.29300291545189505
4331	1	6	0.24324	0.2055571890620406
130	1	22	0.25329	0.21443148688046648
1662	1	16	0.25329	0.3883461868037704
2534	1	6	0.25329	0.22042628774422726
4332	1	7	0.25329	0.10208762128785652
131	1	22	0.32402	0.14380466472303208
1663	1	16	0.32402	0.14790059982862042
2535	1	6	0.32402	0.03152753108348135
4333	1	7	0.32402	0.044075271978829766
132	1	22	0.35022	0.02988338192419825
1664	1	16	0.35022	0.11593830334190232
2536	1	6	0.35022	0.034547069271758435
4334	1	7	0.35022	0.057600705674801536
133	1	22	0.36094	0.027405247813411082
1665	1	16	0.36094	0.10214224507283634
2537	1	6	0.36094	0.04769094138543517
4335	1	7	0.36094	0.02737430167597766
134	1	22	0.35704	0.0206268221574344
1666	1	16	0.35704	0.07223650385604112
2538	1	6	0.35704	0.05168738898756661
4336	1	7	0.35704	0.029226698029991182
135	1	22	0.33866	0.02576530612244898
1667	1	16	0.33866	0.094515852613539
2539	1	6	0.33866	0.08223801065719359
4337	1	7	0.33866	0.017759482505145547
136	1	22	0.32876	0.05666909620991254
1668	1	16	0.32876	0.10119965724078836
2540	1	6	0.32876	0.10239786856127886
4338	1	7	0.32876	0.016201117318435754
137	1	22	0.31035999999999997	0.10488338192419827
1669	1	16	0.31035999999999997	0.10539845758354756
2541	1	6	0.31035999999999997	0.061545293072824164
4339	1	7	0.31035999999999997	0.10911496618641577
138	1	22	273	0.3305758017492712
1670	1	16	273	0.10959725792630676
2542	1	6	273	0.10586145648312613
4340	1	7	273	0.1845927668332844
139	1	22	0.26473	0.4752915451895043
1671	1	16	0.26473	0.20385604113110545
2543	1	6	0.26473	0.13570159857904085
4341	1	7	0.26473	0.3457218465157307
140	1	22	0.23333	0.4098032069970845
1672	1	16	0.23333	0.17686375321336764
2544	1	6	0.23333	0.035079928952042636
4342	1	7	0.23333	0.15563069685386655
141	1	22	0.29272	0.18695335276967928
1673	1	16	0.29272	0.14138817480719795
2545	1	6	0.29272	0.049644760213143874
4343	1	7	0.29272	0.08024110555718908
142	1	23	0.33843	0.14901603498542276
1674	1	17	0.33843	0.1882604970008569
2546	1	7	0.33843	0.10603907637655416
4344	1	8	0.33843	0.08056453984122318
143	1	23	0.35868	0.043221574344023315
1675	1	17	0.35868	0.3029991431019709
2547	1	7	0.35868	0.07904085257548847
4345	1	8	0.35868	0.08276977359600117
144	1	23	0.36349000000000004	0.05696064139941692
1676	1	17	0.36349000000000004	0.29185946872322205
2548	1	7	0.36349000000000004	0.1296625222024867
4346	1	8	0.36349000000000004	0.08720964422228758
145	1	23	0.36446999999999996	0.06690962099125364
1677	1	17	0.36446999999999996	0.31833761782347897
2549	1	7	0.36446999999999996	0.1566607460035524
4347	1	8	0.36446999999999996	0.11381946486327553
146	1	23	0.36043000000000003	0.04431486880466472
1678	1	17	0.36043000000000003	0.23144815766923735
2550	1	7	0.36043000000000003	0.13623445825932504
4348	1	8	0.36043000000000003	0.15042634519259046
147	1	23	0.3494	0.04172740524781341
1679	1	17	0.3494	0.18937446443873185
2551	1	7	0.3494	0.30381882770870344
4349	1	8	0.3494	0.12487503675389587
148	1	23	0.31622	0.10309766763848396
1680	1	17	0.31622	0.16392459297343615
2552	1	7	0.31622	0.19040852575488454
